welcome_text.started,welcome_text.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
7.11175159800041,None,m,1.752369918001932,7.11175159800041,None,40023,2022_Jul_13_1624,mstfoil,2022.1.3,60.05848086423347,
