stim,type,encoding_trials_block.thisRepN,encoding_trials_block.thisTrialN,encoding_trials_block.thisN,encoding_trials_block.thisIndex,rcg_block.thisRepN,rcg_block.thisTrialN,rcg_block.thisN,rcg_block.thisIndex,welcome_text.started,welcome_text.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,fixation.started,fixation.stopped,encoding_img.started,encoding_img.stopped,recognition_img.started,recognition_img.stopped,recognition_img_resp.keys,recognition_img_resp.rt,recognition_img_resp.started,recognition_img_resp.stopped,recognition_resp_prompt_main.started,recognition_resp_prompt_main.stopped,recognition_resp_prompt_options.started,recognition_resp_prompt_options.stopped,confidence_resp_prompt_main.started,confidence_resp_prompt_main.stopped,confidence_ratebar.started,confidence_ratebar.stopped,confidence_resp.keys,confidence_resp.started,confidence_resp.stopped,confidence_resp.rt,participant,date,expName,psychopyVersion,frameRate,
SetD/126b.jpg,lure,,,,,0,29,29,29,,,,,,,380.68534884999826,None,,,381.2025457799973,None,j,1.6452206520043546,381.2025457799973,None,381.2025457799973,None,381.2025457799973,None,382.86955356300314,None,382.86955356300314,None,l,382.86955356300314,None,1.2719555360017694,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetC/039a.jpg,targ,,,,,0,30,30,30,,,,,,,384.1700085880002,None,,,384.67510631200275,None,h,1.457530849998875,384.67510631200275,None,384.67510631200275,None,384.67510631200275,None,386.15402431300026,None,386.15402431300026,None,l,386.15402431300026,None,0.9685235829965677,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetD/010b.jpg,lure,,,,,0,31,31,31,,,,,,,387.15359517600155,None,,,387.658575706002,None,h,2.861397421998845,387.658575706002,None,387.658575706002,None,387.658575706002,None,390.53902278900205,None,390.53902278900205,None,k,390.53902278900205,None,0.8246043050021399,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetD/046a.jpg,foil,,,,,0,32,32,32,,,,,,,391.38803420600016,None,,,391.88843669500056,None,k,1.185082248004619,391.88843669500056,None,391.88843669500056,None,391.88843669500056,None,393.10631516399735,None,393.10631516399735,None,l,393.10631516399735,None,0.5409868799979449,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetD/150a.jpg,foil,,,,,0,33,33,33,,,,,,,393.6732092530001,None,,,394.17252626499976,None,k,3.6707983710002736,394.17252626499976,None,394.17252626499976,None,394.17252626499976,None,397.87438966699847,None,397.87438966699847,None,l,397.87438966699847,None,0.5426730910039623,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetD/105b.jpg,lure,,,,,0,34,34,34,,,,,,,398.44089822599926,None,,,398.94063203500264,None,k,2.255021721997764,398.94063203500264,None,398.94063203500264,None,398.94063203500264,None,401.2242502709996,None,401.2242502709996,None,l,401.2242502709996,None,0.4439959109949996,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetD/101b.jpg,lure,,,,,0,35,35,35,,,,,,,401.69061648200295,None,,,402.20797921500343,None,j,1.2826047459966503,402.20797921500343,None,402.20797921500343,None,402.20797921500343,None,403.5084566930018,None,403.5084566930018,None,k,403.5084566930018,None,0.7808105639996938,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetC/145b.jpg,lure,,,,,0,36,36,36,,,,,,,404.3087622620005,None,,,404.8243068349984,None,j,3.3460748590005096,404.8243068349984,None,404.8243068349984,None,404.8243068349984,None,408.193510627003,None,408.193510627003,None,l,408.193510627003,None,1.3380712189973565,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetC/047b.jpg,lure,,,,,0,37,37,37,,,,,,,409.56048849500075,None,,,410.0741335030034,None,h,0.8748999659947003,410.0741335030034,None,410.0741335030034,None,410.0741335030034,None,410.9769122450016,None,410.9769122450016,None,l,410.9769122450016,None,0.5120682449996821,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetD/018a.jpg,targ,,,,,0,38,38,38,,,,,,,411.5102175790016,None,,,412.02353686599963,None,j,1.0966038480037241,412.02353686599963,None,412.02353686599963,None,412.02353686599963,None,413.14418860000296,None,413.14418860000296,None,k,413.14418860000296,None,0.4709682979955687,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetD/056b.jpg,lure,,,,,0,39,39,39,,,,,,,413.64510004399926,None,,,414.15808872199705,None,k,1.4257100699978764,414.15808872199705,None,414.15808872199705,None,414.15808872199705,None,415.61161889600044,None,415.61161889600044,None,l,415.61161889600044,None,0.41098741099995095,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
SetC/026a.jpg,targ,,,,,0,40,40,40,,,,,,,416.04536047200236,None,,,416.5445507569966,None,h,2.830261322000297,416.5445507569966,None,416.5445507569966,None,416.5445507569966,None,419.3962092590009,None,419.3962092590009,None,k,419.3962092590009,None,0.7774067499994999,40023,2022_Jul_13_1556,mstfoil,2022.1.3,60.174211079947014,
