welcome_text.started,welcome_text.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
5.8965459580067545,None,m,0.7794271019956795,5.8965459580067545,None,40023,2022_Jul_13_1625,mstfoil,2022.1.3,59.94012652574174,
